0.87300E-03 0.51620E-05 0.00000E+01 56436 0 0 3529 0.40500E+07 0.00000E+01 0.87300E-03 0.00000E+01 0.00000E+01 0
1 0.00094585 8.614e-05 4.7199 0.068871 0.00094585
2 0.00085453 2.1016e-05 1.8026 0.015733 0.00085453
3 0.00087356 9.8741e-06 1.1716 0.017727 0.00087356
4 0.00088482 8.168e-05 4.7842 0.080512 0.00088482
5 0.00086901 2.2635e-05 1.9091 0.019776 0.00086901
6 0.00086793 9.7855e-06 1.1686 0.013311 0.00086793
7 0.00090345 8.2579e-05 4.7372 0.080853 0.00090345
8 0.00088282 2.3164e-05 1.9231 0.018165 0.00088282
9 0.00087855 9.8399e-06 1.1609 0.0086639 0.00087855
<lo_statistics>
<cumulated_time> 8.353142 </cumulated_time>
</lo_statistics>
